label-coarse,text
OTHERS,Which police department made the largest cocaine seizure ever in Ventura County ?
1,What color is the eight-ball in pocket billiards ?
1,What was the first ready-to-eat breakfast cereal ?
1,What did Benny Carter play ?
4,What seven digits follow the area code in the number for long distance information ?
5,What city 's airport is named Logan International ?
OTHERS,What Pope inaugurated Vatican International Radio ?
4,How many times more than 3
4,How many names are there for Eskimo people ?
OTHERS,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?"
1,What shape-shifting menace did Rom come to Earth to fight ?
5,What is the nickname of Pennsylvania ?
4,When was the first stained glass window made ?
OTHERS,What company 's trademark was His Master 's Voice ?
OTHERS,What Pope inaugurated Vatican International Radio ?
OTHERS,What director made one silent and one sound version of The Ten Commandments ?
4,When did swimming become commonplace ?
OTHERS,Which presidents of the USA were Masons ?
5,What is the largest museum in the world ?
OTHERS,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .
OTHERS,What character in The Beverly Hillbillies has the given names Daisy Moses ?
OTHERS,What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?
4,How many gallons of paint does it take to paint the Golden Gate Bridge ?
OTHERS,What president also became a supreme court justice ?
4,When does menstruation begin ?
5,Where did makeup originate ?
1,What is the only modern language that capitalizes its singular first-person pronoun ?
OTHERS,"What is the claim to fame of Agra , India ?"
1,What flag flies over Wake Island ?
4,How deep is a fathom ?
1,What Kennedy was married to Ethel ?
5,What U.S. state is Mammoth Cave National Park in ?
1,What is the most famous German word in the English language ?
OTHERS,Who was actress June Havoc 's legendary sister ?
4,What is the chromosome number of an elephant ?
OTHERS,Who killed JFK ?
OTHERS,Who was the star witness at the Senate Watergate hearings ?
OTHERS,What is the Order of the Arrow in Boy Scouts ?
5,In what country is a stuck-out tongue a friendly greeting ?
1,What are the five basic swimming strokes ?
OTHERS,Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?
5,Where is Erykah Badu originally from ?
5,Where can I buy a pony on the Big Island for my daughter ?
4,How old was George Washington when he died ?
1,What is the recipe or formula for Coca-Cola ?
OTHERS,Who made the rotary engine automobile ?
OTHERS,"What is the origin of the term `` blue moon , '' and how often do they occur ?"
4,How many blacks served in the Vietnam War
OTHERS,What were the last names of gangsters Bonnie and Clyde ?
5,What is the address of the famous Mexican star `` Thalia '' ?
1,What does a man suffering from diphallic terata have ?
OTHERS,Who invented panties ?
OTHERS,What is Pittsburgh 's baseball team called ?
2,"What is p.m. an abbreviation for , as in 5 p.m. ?"
2,What does CPR stand for ?
OTHERS,What President had never held an elected office until he was elected to the White House ?
1,What are the diseases that can be cured by black cumin ?
1,What fruit does the ficus produce ?
OTHERS,Who is the richest person in the world ?
OTHERS,What is an aurora ?
4,How much time does the blinking of an eye take ?
OTHERS,What made the short-lived Star Hawks strip so unique ?
1,What 's the biggest-selling U.S. magazine aimed at a black audience ?
4,How deep is a fathom ?
4,When did the use of `` the syringe '' first appear in medicinal history ?
OTHERS,What was the Long March in China ?
OTHERS,What international organization was founded by Clara Barton ?
OTHERS,What corporation does Madonna advertise for ?
1,What is the Islamic equivalent of the Red Cross ?
4,How many people visit the Pope each month ?
5,What planet gave bith to Superman ?
4,What month of the year is there no television in Iceland ?
1,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?
OTHERS,Who is buried in the great pyramid of Giza ?
4,What is the current unemployment rate in the U.S. ?
4,When was the first railroad from the east coast to the west coast completed ?
4,How fast can a Corvette go ?
OTHERS,What do a diamond and lump of coal have in common ?
OTHERS,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?
OTHERS,What effect does LSD have on the brain ?
OTHERS,What are the three most successful companies of our time ?
4,How much did a McDonald 's hamburger cost in 1963 ?
OTHERS,What is a horologist ?
OTHERS,What was the effect of the Yalta Conference ?
5,Where is the group M People from ?
5,What country is famous for Persian rugs ?
4,How long should you feed your puppy Purina Puppy Chow ?
OTHERS,What do the figures represent on the Easter Island ?
1,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?"
OTHERS,How does a submarine operate ?
5,What city is graced by the Arch of Titus ?
OTHERS,What is Michael Jackson 's father 's name ?
OTHERS,Who was the girl in Peter Sellers 's soup ?
OTHERS,What creative genius said : `` Everything comes to him who hustles while he waits '' ?
5,Where is the world 's most active volcano located ?
2,What is the acronym for the rating system for air conditioner efficiency ?
5,What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?
4,How many people did Randy Steven Craft murder ?
1,What do you call a section of your finger from one joint to another ?
1,"What happened on January 15 , 1969 ?"
1,What Muhammad Ali maneuver was George Foreman the first victim of ?
OTHERS,Who was Ben Casey 's boss ?
OTHERS,What multitalented Academy-award-winning director failed a college course in motion-picture production ?
5,Where is Ayer 's rock ?
1,What 's a Craps player called ?
4,When was the Berlin Wall erected ?
4,When was cigarette advertising banned on television and radio ?
1,What is the name of the game that Garry Kasparov plays ?
1,What is the most widely cultivated plant ?
OTHERS,What wild and crazy guy wrote a book called Cruel Shoes ?
5,What city 's theatrical district has been dubbed The Roaring Forties ?
4,What should the temperature be set at while baking Peachy Oat Muffins ?
OTHERS,What police force did Mack Sennett create ?
4,How many home runs did Babe Ruth hit in his lifetime ?
OTHERS,"Who was in Death of a Salesman original movie , not 1985 ?"
OTHERS,How do I get a complete list of all the people that are living with the last name Kilvington ?
OTHERS,What is Dr. Ruth 's last name ?
1,What 's the world 's most common compound ?
5,Where was George Washington born ?
4,How many colors are there in the spectrum ?
OTHERS,What 's the middle name of movie producer Joseph E. Levine ?
OTHERS,Define Sinn Fein .
5,What two Caribbean countries share the island of Hispaniola ?
OTHERS,What is in baby powder and baby lotion that makes it smell the way it does ?
OTHERS,What is probability theory ?
OTHERS,Who told all in Ball Four ?
1,What kind of car did Janis Joplin ask the Lord to buy her ?
OTHERS,Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?
5,What continent 's second-highest peak is Mont Blanc ?
5,What Peruvian city is home to the mummified body of Francisco Pizarro ?
OTHERS,How can I look up someone 's E-mail address on the Internet ?
4,How many men died building the Mackinaw Bridge ?
OTHERS,How do you tell somebody you like them ?
OTHERS,What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?
OTHERS,Who is the president of Bolivia ?
5,What nationality is Gorbachev ?
OTHERS,Who played the title role in The Romantic Englishwoman ?
OTHERS,What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?
OTHERS,Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?
1,What is the shape of a football as stated in the NFL rulebook ?
OTHERS,What is the origin of thank you notes ?
OTHERS,Who used AuH2O as an election slogan ?
4,How long do you have to pay back debt after claiming chapter 11 bankruptcy ?
1,Which magazine is `` fine entertainment for men '' ?
OTHERS,Why do roosters sing at five o 'clock in the morning ?
OTHERS,What features of the African elephant are larger than those of the Indian elephant ?
5,What ocean surrounds the Maldive Islands ?
5,What South American country won its first World Cup soccer title in 1978 ?
4,How many cullions does a male have ?
OTHERS,What painter popularized soup cans and Brillo soap pad boxes ?
5,What colorful sea 's region does Greek legend say the Amazons lived near ?
OTHERS,Who was the only person convicted in the My Lai Massacre ?
5,On what continent is Mozambique ?
1,What words in the English have two u 's back to back ?
1,What do Hasidic Jews refrain from while dating ?
OTHERS,"What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?"
OTHERS,What is the poetic meter of blank verse ?
OTHERS,Rotary engine cars were made by what company ?
OTHERS,Who was the lawyer who represented Randy Steven Craft ?
1,"Which is a real berry : blackberry , cranberry , raspberry , strawberry ?"
1,What materials did the three little pigs use to build their houses ?
OTHERS,What part did Benjamin Franklin play in the development of the newspaper in America ?
4,When was Microsoft established ?
4,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?"
5,What is the U.S. location of Procter & Gamble corporate offices ?
OTHERS,What is platinum ?
OTHERS,Who is the prime minister of Australia ?
5,What are all the southern states of the U.S. ?
5,What does the River Seine empty into ?
1,What did people use to freshen their breath before toothpaste ?
1,Which airplane was Fawaz Younis convicted of hijacking ?
5,What state did Anita Bryant represent in the 1959 Miss America contest ?
4,How many soldiers were involved in the last Panama invasion by the United States of America ?
OTHERS,Describe the Long March .
OTHERS,What major league baseball team compiled the best won-lost record between 1957 and 1983 ?
4,How many propellers helped power the plane the Wright brothers flew into history ?
OTHERS,"Who died with more than 1 , 000 U.S. patents to his credit ?"
OTHERS,What was the name of Randy Steven Craft 's lawyer ?
OTHERS,Who won the first general election for President held in Malawi in May 1994 ?
5,Where is South Bend ?
5,What country has the most coastline ?
5,What two states is Washington D.C. between ?
4,What year was the setting for American Graffiti ?
4,When did the art of quilting begin ?
OTHERS,Why are eggs supposed to be stored small end down ?
1,What must be exceeded to produce a sonic boom ?
1,What is a fear of fish ?
OTHERS,What does the double-O indicate in 007 ?
5,What botanical marvel did Nebuchadnezzar build ?
OTHERS,What famous comic strip character died of acne ?
OTHERS,What is an aortic abdominal aneurysm ?
OTHERS,What are chloroplasts ?
4,How many John Deere tractors have been manufactured ?
OTHERS,Who is Zebulon Pike ?
1,What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?
OTHERS,How do I legally make my own will and testament ?
OTHERS,How do you make the color purple ?
1,What beer 's name is translated as `` lion brew '' ?
OTHERS,What has been the most common Christian name of U.S. presidents ?
4,How many cherubs are there on a Trivial Pursuit board ?
OTHERS,How can I search for a word within my own webpage ?
